mainDetailNumber;name;mainDetailEAN;mainDetailweight;Purchaseprice;pseudoprice;purchaseunitdetail;Menge;description_long
PF0101SL01LVE;Liquid Soap Marseille 1L Refill FRESH VERBENA;3551780000102;1000 ml;17,00 €;34,00 €;6;nan;Die Compagnie de Provence Liquid Marseille Soap Fresh Verbena wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Fresh Verbena Mit dem frischen, zitronigen Duft von Verbena Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.
PF0101SL01LPA;Liquid Soap Marseille 1L Refill PINK GRAPEFRUIT;3551780000089;1000 ml;17,00 €;34,00 €;6;nan;Die Compagnie de Provence Liquid Marseille Soap Pink Grapefruit wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Pink Grapefruit Mit dem frischen, fruchtigen Duft von pinker Grapefruit Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.
PF0101SL01LCO;Liquid Soap Marseille 1L Refill COTTON FLOWER;3551780000027;1000 ml;17,00 €;34,00 €;6;nan;Die Compagnie de Provence Liquid Marseille Soap Cotton Flower wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Cotton Flower Mit dem pudrig-blumigen Duft von Baumwolle Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.
PF0101SL01LBO;Liquid Soap Marseille 1L Refill OLIVE WOOD;3551780000010;1000 ml;17,00 €;34,00 €;6;nan;Die Compagnie de Provence Liquid Marseille Soap Olive Wood wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Olive Wood Mit dem sinnlichen, holzigen Duft von Olivenholz Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.
PF0101SL03LCO;Liquid Soap Marseille 3L Refill COTTON FLOWER (Wird erst auf Anfrage bestellt);3551780009686;3 L;35,00 €;70,00 €;3;nan;Nach alter Tradition in einem Kessel verseift, ist unsere flüssige Marseille-Seife mit pflanzlichen Ölen angereichert und verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Präsentiert in einer Glaspumpflasche mit elegantem Design, wird sie in Ihrer Küche oder Ihrem Badezimmer großartig aussehen. Wir lieben: - seine Formel mit mindestens 95% der Inhaltsstoffe natürlichen Ursprungs*. - seine Auswahl an Pflanzenölen aus Partnerschaften mit lokalen Produzenten: Olivenöl und Süßmandelöl aus der Provence, Traubenkernöl aus Frankreich. - seine praktische, unzerbrechliche und recycelbare PET-Pumpflasche, perfekt für das Badezimmer. - sein köstlich süchtig machender Mandel-Duft, der in Grasse kreiert wurde. *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten. Anwendung: Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.
PF0101SL03LVE;"Liquid Soap Marseille 3L Refill FRESH VERBENA 
(Wird erst auf Anfrage bestellt)";3551780009693;3 L;35,00 €;70,00 €;3;nan;La Compagnie de Provence Liquid Marseille Soap Fresh Verbena Anwendung: Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.
PF0101SS100ME;Scented Soap 100g MEDITERRANEAN SEA;3551780000461;100g;3,50 €;7,00 €;12;6.0;Made in Frankreich. Zone: körper, hände. Funktion: gesichtsreiniger. Neu mit Designerverpackung
PF0101SS100LA;Scented Soap 100g AROMATIC LAVENDER;3551780000454;100g;3,50 €;7,00 €;12;6.0;Mit der Scented Soap Aromatic Lavender der beliebten Marke La Compagnie de Provence wählen Sie eine hochwertige Duftseife für die Hautpflege. Wenn Sie feste Seifen mit dem eleganten Flair von Lavendel lieben, treffen Sie mit diesem Pflegeprodukt der französischen Beauty-Marke eine goldrichtige Entscheidung. Die Formulierung der Seife enthält erlesene pflanzliche Öle für die sanfte Pflege Ihrer Haut. Dazu zählt das Öl süßer Mandeln aus der Provence in Südfrankreich. Es glättet Ihre Haut, erhöht die Geschmeidigkeit und verhindert die Austrocknung durch Heizungsluft. Ein weiteres wertvolles Öl in der Scented Soap Aromatic Lavender von La Compagnie de Provence ist Traubenkernöl. Es hydriert Ihre Haut und unterstützt die Hautzellen mit Flavonoiden im Kampf gegen freie Radikale, die an Hautalterungsprozessen beteiligt sind.Darüber hinaus sind feste Seifen von La Compagnie de Provence reich an Olivenöl vom französischen Château Virant. Olivenöl verleiht der Hautpflege wertvolle Fettsäuren und reichert sie mit den Vitaminen A, C, D und E an. Bestellen Sie jetzt die Hautpflege Scented Soap Aromatic Lavender im Onlineshop von Parfumdreams zu einem attraktiven Preis. Weitere hochwertige feste Seifen des Herstellers wie die Scented Soap Mediterranean Sea oder die Scented Soap Olive Wood können Sie bei uns ebenfalls günstig online kaufen.
PF0101SS100FI;Scented Soap 100g FIG OF PROVENCE;3551780000430;100g;3,50 €;7,00 €;12;6.0;Die fein parfmierte Scented Soap Fig of Provence von La Compagnie de Provence bietet Ihnen eine effektive Hautreinigung und eine perfekte Hautpflege. Geformt als Wrfel ist die einzigartige Marseille-Seife mit hochwertigen len angereichert. Smandell aus der Provence beruhigt die Haut und schtzt sie gleichzeitig vor dem Austrocknen. Traubenkernl aus Frankreich mit viel Vitamin E beugt einer vorzeitigen Hautalterung vor. Olivenl aus dem Chteau Virant mit Antioxidantien und den Vitaminen A, C, D und E schtzt und pflegt die Haut schn beim Waschen. Gleichzeitig wird Ihre Haut mit einem feinen Duft nach ser Feige umschmeichelt. Feiner Feigenduft und eine einzigartige Hautpflege - Scented Soap Fig of ProvenceDie Seife wird zum Waschen der Hnde einfach in den Handflchen gerieben. In Verbindung mit lauwarmem Wasser entsteht ein weicher Schaum mit einem sen Duft, der reinigt und pflegt. Die Scented Soap Fig of Provence von La Compagnie de Provence ist auch zur Krperpflege beim tglichen Vollbad oder zum Duschen ideal. Feste Seifen von La Compagnie de Provence bestehen zu 95,7 Prozent aus natrlichen Inhaltsstoffen. Die le stammen von regionalen Produzenten. Feste Seifen aus der Provence sind tglich verwendbar und fr alle normalen Hauttypen geeignet.
PF0101SS100RO;Scented Soap 100g WILD ROSE;3551780000492;100g;3,50 €;7,00 €;12;6.0;Seit das franzsische Kosmetikhaus La Compagnie de Provence im Jahr 1990 feste Seifen wie die Scented Soap Wild Rose wieder nach alter Tradition herstellt, sind Damen und Herren auf der ganzen Welt von der hohen Qualitt des reinigenden Pflegeproduktes begeistert. Die exklusiv in Frankreich gefertigte Hautpflege betrt die Sinne mit einem erfrischenden Duft whrend der Reinigung. Die erlesenen Duftnuancen des Seifenstcks bleiben lange nach dem Duschen oder Baden auf der Haut haften. Das Kosmetiklabel aus der Provence verwendet fr seine Reinigungspflege neben pflanzlichen len aus der Provence die traditionelle Marseille-Seife. Daher sind feste Seifen von La Compagnie de Provence immer der Beginn eines echten Wellness-Erlebnisses im heimischen Badezimmer. Scented Soap Wild Rose - klassische Hautpflege aus Frankreich als tgliche ErfrischungZu den exquisiten Pflegelen in der Formel der Scented Soap Wild Rose gehren ses Mandell, Olivenl und Traubenkernl. Alle diese Zutaten stammen aus franzsischer Produktion. Daher gnnen sich Damen mit dieser duftenden Hautpflege einen Hauch des leichten Lebensgefhls Frankreichs. Feste Seifen des Labels La Compagnie de Provence lassen sich mit Wasser mhelos in den Hnden aufschumen. Der cremige Schaum absorbiert alle Verschmutzungen sanft vom Krper. Das hochwertige Seifenstck kann auch zum Hndewaschen im Gste-WC verwendet werden.
PF0101SS100VE;Scented Soap 100g FRESH VERBENA;3551780000508;100g;3,50 €;7,00 €;12;6.0;Es duftet nach Provence! Mit der Seife PROVENCE halten Sie ein Stück wunderbar riechendes Frankreich in der Hand. Die Marseiller Naturseife à 100g ist natürlich rein, enthält weder Farbstoffe noch tierische Fette oder Tenside und ist 100 % biologisch abbaubar. Es gibt sie in den betörenden Düften Meeresbrise, Lavendel, Feigen, Orangenblüten, Wildrosen, Eisenkraut, Grapefruit, Baumwollblüten, Minze und Olivenholz. Zum Händewaschen, Duschen oder für in den Schrank, um der Wäsche einen frischen Hauch zu verleihen.
PF0101SS100PA;Scented Soap 100g PINK GRAPEFRUIT;3551780000485;100g;3,50 €;7,00 €;12;6.0;Angereichert mit traditioneller Marseille-Seife und pflanzlichen Ölen aus der Provence reinigt und parfümiert diese Duftseife die Haut sanft. pflanzliche Öle aus der Provence traditionell im Kupfer Kessel hergestellt angenehmer Duft reinigt sanft hergestellt in Marseille Frankreich
PF0101SS100CO;Scented Soap 100g COTTON FLOWER;3551780000423;100g;3,50 €;7,00 €;12;6.0;Es duftet nach Provence! Mit der Seife PROVENCE halten Sie ein Stück wunderbar riechendes Frankreich in der Hand. Die Marseiller Naturseife à 100g ist natürlich rein, enthält weder Farbstoffe noch tierische Fette oder Tenside und ist 100 % biologisch abbaubar. Es gibt sie in den betörenden Düften Meeresbrise, Lavendel, Feigen, Orangenblüten, Wildrosen, Eisenkraut, Grapefruit, Baumwollblüten, Minze und Olivenholz. Zum Händewaschen, Duschen oder für in den Schrank, um der Wäsche einen frischen Hauch zu verleihen.
PF0101SS100BO;Scented Soap 100g OLIVE WOOD;3551780000416;100g;3,50 €;7,00 €;12;6.0;Es duftet nach Provence! Mit der Seife PROVENCE halten Sie ein Stück wunderbar riechendes Frankreich in der Hand. Die Marseiller Naturseife à 100g ist natürlich rein, enthält weder Farbstoffe noch tierische Fette oder Tenside und ist 100 % biologisch abbaubar. Es gibt sie in den betörenden Düften Meeresbrise, Lavendel, Feigen, Orangenblüten, Wildrosen, Eisenkraut, Grapefruit, Baumwollblüten, Minze und Olivenholz. Zum Händewaschen, Duschen oder für in den Schrank, um der Wäsche einen frischen Hauch zu verleihen.
PF0101CM100ME;Hand Cream 100ml MEDITERRANEAN SEA;3551780000669;100ml;11,50 €;23,00 €;6;3.0;Die Compagnie de Provence Hand Cream Mediterranean Sea ist angereichert mit einem Trio aus pflanzlichen len. Oliven-, Smandel- und Traubenkernl pflegen sanft die Hnde. Die leichte und nicht fettende Textur der Creme spendet Feuchtigkeit, beruhigt und schtzt die Haut vor ueren Einflssen. Fr geschmeidig weiche Hnde. Eigenschaften der Compagnie de Provence Hand Cream Mediterranean Sea Mit dem frischen Duft des Mittelmeers Angereichert mit pflanzlichen len Leichte, nicht fettende Textur Anwendung der Compagnie de Provence Hand Cream Eine kleine Menge der Creme auf die saubere und trockene Haut auftragen und sanft einmassieren. Anwendung so oft wie gewnscht wiederholen. Fr mehr Effizienz nach jedem Hndewaschen anwenden. Nur zur uerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. ber Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegrndet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen len und frei von Farbstoffen und synthetischen Zustzen. Sie ist fr Hnde und Krper geeignet, aber auch zum Reinigen von Bden oder Wsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte fr den tglichen Gebrauch mit simplen, natrlichen und effektiven Inhaltsstoffen her.
PF0101CM100LA;Hand Cream 100ml AROMATIC LAVENDER;3551780000652;100ml;11,50 €;23,00 €;6;3.0;Die Compagnie de Provence Hand Cream Aromatic Lavender ist angereichert mit einem Trio aus pflanzlichen len. Oliven-, Smandel- und Traubenkernl pflegen sanft die Hnde. Die leichte und nicht fettende Textur der Creme spendet Feuchtigkeit, beruhigt und schtzt die Haut vor ueren Einflssen. Fr geschmeidig weiche Hnde. Eigenschaften der Compagnie de Provence Hand Cream Aromatic Lavender Mit dem aromatisch Duft von Lavendel Angereichert mit pflanzlichen len Leichte, nicht fettende Textur Anwendung der Compagnie de Provence Hand Cream Eine kleine Menge der Creme auf die saubere und trockene Haut auftragen und sanft einmassieren. Anwendung so oft wie gewnscht wiederholen. Fr mehr Effizienz nach jedem Hndewaschen anwenden. Nur zur uerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. ber Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegrndet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen len und frei von Farbstoffen und synthetischen Zustzen. Sie ist fr Hnde und Krper geeignet, aber auch zum Reinigen von Bden oder Wsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte fr den tglichen Gebrauch mit simplen, natrlichen und effektiven Inhaltsstoffen her.
PF0101CM100FI;Hand Cream 100ml FIG OF PROVENCE;3551780000638;100ml;11,50 €;23,00 €;6;3.0;Dieser köstliche Duft ist eine Ode an die Feige, die allgegenwärtig in der Provence vertreten ist. Der weiche, süße und würzige Duft entführt Sie in blühende Feigenbäume an der französischen Küste und wurde in Grasse kreiert. Diese köstliche Handcreme sorgt sofort für seidig weiche, üppig parfümierte Hände. Die reichhaltige, schnell einziehende Formel ist mit hochwertigen Inhaltsstoffen angereichert, die zu 95 % natürlichen Ursprungs sind, darunter Sheabutter, Olivenöl und Vitamin E. Shea Butter (auch bekannt als Sheabutter) ist ursprünglich ein sehr feuchtigkeitsspendendes Produkt und wird seit Jahrhunderten zur Behandlung von Hautproblemen aller Art verwendet. Es ist reich an Vitaminen A und E und weich genug, um den ganzen Körper intensiv zu pflegen. Diese Butter enthält milde antibakterielle und entzündungshemmende Eigenschaften. Bio-Olivenöl aus der ersten Pressung hilft, die Haut optimal genährt zu halten und ist reich an Antioxidantien (Vitamin E, Phytosterolen, Polyphenolen).
PF0101CM100RO;Hand Cream 100ml WILD ROSE;3551780000690;100ml;11,50 €;23,00 €;6;3.0;Die Compagnie de Provence Hand Cream Wild Rose ist angereichert mit einem Trio aus pflanzlichen len. Oliven-, Smandel- und Traubenkernl pflegen sanft die Hnde. Die leichte und nicht fettende Textur der Creme spendet Feuchtigkeit, beruhigt und schtzt die Haut vor ueren Einflssen. Fr geschmeidig weiche Hnde. Eigenschaften der Compagnie de Provence Hand Cream Wild Rose Mit dem sinnlichen Duft von Rosen Angereichert mit pflanzlichen len Leichte, nicht fettende Textur Anwendung der Compagnie de Provence Hand Cream Eine kleine Menge der Creme auf die saubere und trockene Haut auftragen und sanft einmassieren. Anwendung so oft wie gewnscht wiederholen. Fr mehr Effizienz nach jedem Hndewaschen anwenden. Nur zur uerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. ber Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegrndet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen len und frei von Farbstoffen und synthetischen Zustzen. Sie ist fr Hnde und Krper geeignet, aber auch zum Reinigen von Bden oder Wsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte fr den tglichen Gebrauch mit simplen, natrlichen und effektiven Inhaltsstoffen her.
PF0101CM100VE;Hand Cream 100ml FRESH VERBENA;3551780000706;100ml;11,50 €;23,00 €;6;3.0;Dieser frische Duft kribbelt die Sinne mit den köstlichen Noten von Zitronenverbena und wird in Grasse kreiert. Diese köstliche Handcreme sorgt sofort für seidig weiche, üppig parfümierte Hände. Die reichhaltige, schnell einziehende Formel ist mit hochwertigen Inhaltsstoffen angereichert, die zu 95 % natürlichen Ursprungs sind, darunter Sheabutter, Olivenöl und Vitamin E. Shea Butter (auch bekannt als Sheabutter) ist ursprünglich ein sehr feuchtigkeitsspendendes Produkt und wird seit Jahrhunderten zur Behandlung von Hautproblemen aller Art verwendet. Es ist reich an Vitaminen A und E und weich genug, um den ganzen Körper intensiv zu pflegen. Diese Butter enthält milde antibakterielle und entzündungshemmende Eigenschaften. Bio-Olivenöl aus der ersten Pressung hilft, die Haut optimal genährt zu halten und ist reich an Antioxidantien (Vitamin E, Phytosterole, Polyphenole). Diese Antioxidantien bekämpfen freie Radikale auf hochwirksame Weise und bekämpfen so die Hautalterung. Dank der leichten Textur der Creme zieht sie schnell in die Haut ein. Die Hände sind angenehm, ultra-nährend und haben ein angenehmes Aroma.
PF0101CM100FO;Hand Cream 100ml ORANGE BLOSSOM***;3551780000645;100ml;11,50 €;23,00 €;6;3.0;Die Compagnie de Provence Hand Cream Orange Blossom ist angereichert mit einem Trio aus pflanzlichen Ölen. Oliven-, Süßmandel- und Traubenkernöl pflegen sanft die Hände. Die leichte und nicht fettende Textur der Creme spendet Feuchtigkeit, beruhigt und schützt die Haut vor äußeren Einflüssen. Für geschmeidig weiche Hände. Eigenschaften der Compagnie de Provence Hand Cream Orange Blossom Mit dem delikaten Duft von Orangenblüten Angereichert mit pflanzlichen Ölen Leichte, nicht fettende Textur Anwendung der Compagnie de Provence Hand Cream Eine kleine Menge der Creme auf die saubere und trockene Haut auftragen und sanft einmassieren. Anwendung so oft wie gewünscht wiederholen. Für mehr Effizienz nach jedem Händewaschen anwenden. Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.
PF0101CM100PA;Hand Cream 100ml PINK GRAPEFRUIT;3551780000683;100ml;11,50 €;23,00 €;6;3.0;Die speziell formulierte Hand Cream Pink Grapefruit von La Compagnie de Provence kombiniert eine einzigartige Haut- und Handpflege mit einem unwiderstehlichen, fruchtigen Duft. Für die besondere Pflege enthält die Creme in der praktischen Tube ein Trio aus hochwertig verarbeiteten pflanzlichen Ölen. Feine Aloe vera beruhigt die Haut und versorgt sie mit viel Feuchtigkeit. Sheabutter schützt, pflegt, beruhigt und macht die Hände und Finger geschmeidig. Reines Süßmandelöl aus der Provence schützt die Haut vor dem Austrocknen und hat weichmachende Eigenschaften. Die Creme ist auch für die Nägel und die Nagelhäute optimal geeignet.Frischer exotischer Duft und eine einzigartige Handpflege mit der Hand Cream Pink GrapefruitDie feine Handcreme von La Compagnie de Provence wird nach der gründlichen Reinigung auf die trockene Haut gegeben und sanft einmassiert. Die hochwertigen Inhaltsstoffe der Creme werden komplett von der Haut aufgenommen, ohne einen Film zu hinterlassen. Die Hand Cream Pink Grapefruit von La Compagnie de Provence besteht zu 95,7 Prozent aus natürlichen Inhaltsstoffen. Die Handcreme ist für alle normalen Hauttypen geeignet. Dank der praktischen Tube passt sie in jede Handtasche und ist auch für den Urlaub optimal.
PF0101CM100CO;Hand Cream 100ml COTTON FLOWER;3551780000621;100ml;11,50 €;23,00 €;6;3.0;Die Compagnie de Provence Hand Cream Cotton Flower ist angereichert mit einem Trio aus pflanzlichen len. Oliven-, Smandel- und Traubenkernl pflegen sanft die Hnde. Die leichte und nicht fettende Textur der Creme spendet Feuchtigkeit, beruhigt und schtzt die Haut vor ueren Einflssen. Fr geschmeidig weiche Hnde. Eigenschaften der Compagnie de Provence Hand Cream Cotton Flower Mit dem pudrig-blumigen Duft von Baumwolle Angereichert mit pflanzlichen len Leichte, nicht fettende Textur Anwendung der Compagnie de Provence Hand Cream Eine kleine Menge der Creme auf die saubere und trockene Haut auftragen und sanft einmassieren. Anwendung so oft wie gewnscht wiederholen. Fr mehr Effizienz nach jedem Hndewaschen anwenden. Nur zur uerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. ber Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegrndet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen len und frei von Farbstoffen und synthetischen Zustzen. Sie ist fr Hnde und Krper geeignet, aber auch zum Reinigen von Bden oder Wsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte fr den tglichen Gebrauch mit simplen, natrlichen und effektiven Inhaltsstoffen her.
PF0101CM100BO;Hand Cream 100ml OLIVE WOOD;3551780000614;100ml;11,50 €;23,00 €;6;3.0;Diese köstliche Handcreme sorgt sofort für seidig weiche, üppig parfümierte Hände. Die reichhaltige, schnell einziehende Formel ist mit hochwertigen Inhaltsstoffen angereichert, die zu 95 % natürlichen Ursprungs sind, darunter Sheabutter, Olivenöl und Vitamin E. Shea-Butter (auch bekannt als Sheabutter) ist ursprünglich ein sehr feuchtigkeitsspendendes Produkt und wird seit Jahrhunderten zur Behandlung aller Arten von Hautproblemen verwendet. Es ist reich an Vitaminen A und E und weich genug, um den ganzen Körper intensiv zu pflegen. Diese Butter enthält milde antibakterielle und entzündungshemmende Eigenschaften. Bio-Olivenöl aus der ersten Pressung hilft, die Haut optimal genährt zu halten und ist reich an Antioxidantien (Vitamin E, Phytosterole, Polyphenole). Diese Antioxidantien bekämpfen freie Radikale auf hochwirksame Weise und bekämpfen so die Hautalterung. Dank der leichten Textur der Creme zieht sie schnell in die Haut ein. Die Hände sind angenehm, ultra-nährend und mit einem angenehmen Aroma versehen. Dieser sinnliche Duft ist von Holz inspiriert, das von der Sonne erwärmt wird. Noten von Zitrusfrüchten und Kampfer verleihen auch einen frischen Touch. Der Duft wurde in Grasse kreiert.
PF0101CM030RV;Hand Cream 30ml REVITALIZING ROSEMARY;3551780007477;30ml;4,75 €;9,50 €;12;6.0;Die La Compagnie de Provence Hand Cream Revitalizing Rosemary ist angereichert mit einem Trio aus pflanzlichen Ölen. Direkt nach dem Händewaschen auftragen. Mit ihrer leichten, nicht fettenden Textur hilft sie, die Haut mit Feuchtigkeit zu versorgen, Die leichte, nicht fettende Textur spendet Feuchtigkeit, beruhigt und schützt vor Umwelteinflüssen und hinterlässt ein angenehmes, weiches Gefühl auf den Händen. 96% Inhaltsstoffe natürlichen Ursprungs. Anwendung: Die Crème de la Crème! Eine kleine Menge auf die sauberen, trockenen Hände auftragen und sanft in die Handflächen und den Handrücken einmassieren, dabei die Nägel und die Nagelhaut nicht vergessen. Wiederholen Sie die Anwendung so oft wie Sie möchten. Für ein optimales Ergebnis nach jedem Händewaschen auftragen. Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen.
