artikelordernummer;Artikelname;EAN;Meta titel;Produktbeschreibung;Anwendung;Inhaltsstoffe
PF0101CM030CO;Hand Cream 30ml COTTON FLOWER;3551780000720;Verwöhne deine Hände mit La Compagnie de Provence Handcreme Cotton Flower - 30ml;Luxuriöse Handcreme mit floralem Duft Die Hand Cream Cotton Flower von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Der blumige, zarte und pudrige Duft der Creme umhüllt Haut und Sinne und erinnert auf wunderbare Weise an die einzigartige Weichheit von Baumwolle.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  pudriger, zarter & blumiger Duft;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Parfum (Fragrance), Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Limonene, Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Linalool, Benzyl Alcohol, Citral, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM030FI;Hand Cream 30ml FIG OF PROVENCE;3551780000737;Verwöhne deine Hände mit der Hand Cream Fig of Provence - Pflege und Schutz für alle Hauttypen;Luxuriöse Handcreme mit exquisitem Duft Die Hand Cream Fig of Provence von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Fig of Provence umhüllt Haut und Sinne mit den Noten von süßen Früchten, die an die in Grasse entstandene Feige der Provence erinnern.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,9 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  Noten von süßen Früchten;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Parfum (Fragrance), Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM030LA;Hand Cream 30ml AROMATIC LAVENDER;3551780000751;Verwöhne deine Hände mit der AROMATISCHEN LAVENDEL Handcreme - Praktische 30ml Tube für unterwegs!;Luxus für die Hände Die Hand Cream Aromatic Lavender von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Aromatic Lavender vereint die Eleganz und die Kraft von Lavendel zu einem aromatischen Duft, der die Hände sanft umhüllt und die Sinne verführt.   Mehr zu diesem Produkt  pflegende Handcreme mit 96,9 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  aromatischer Lavendelduft;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Chlorphenesin, Parfum (Fragrance), Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Linalool, Limonene, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM030ME;Hand Cream 30ml MEDITERRANEAN SEA;3551780000768;Verwöhne deine Hände mit Compagnie De Provence Handcreme aus dem Mittelmeer - 30ml;Luxuriöse Handcreme mit mediterraner Brise Die Hand Cream Mediterranean Sea von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Mediterranean Sea vereint die Frische der Gischt mit den zarten Noten von sonnengereiften Blüten zu einem Duft, der an einen Tag am Mittelmeer erinnert.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  frische & zarte Noten;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Parfum (Fragrance), Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Benzyl Salicylate, Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Geraniol, Coumarin, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM030PA;Hand Cream 30ml PINK GRAPEFRUIT;3551780000782;Verwöhne deine Hände mit La Compagnie de Provence Hand Cream Pink Grapefruit - 30ml Tube;Luxuriöse Handcreme mit frischem Duft Die Hand Cream Pink Grapefruit von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. In Pink Grapefruit vereint sich die Würze von Rosmarin und Thymian mit den frischen Noten von Pampelmuse und Orange zu einem sonnendurchfluteten Duft.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  sonniger, frischer Duft;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Parfum (Fragrance), Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Limonene, Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Linalool, Benzyl Alcohol, Citral, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM030RO;Hand Cream 30ml WILD ROSE;3551780000799;Verwöhne deine Hände mit der Wild Rose Handcreme - Reichhaltige Pflege von La Compagnie de Provence;Luxuriöse Handcreme mit verführerischem Duft Die Hand Cream Wild Rose von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. In Wild Rose offenbart ein Bouquet aus frisch geschnittenen Rosen einen sinnlichen und verführerischen Duft.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  Noten von frisch geschnittenen Rosen;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Parfum (Fragrance), Vitis Vinifera (Grape) Seed Oil, Chlorphenesin, Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Hexyl Cinnamal, Linalool, Limonene, Alpha-Isomethyl Ionone, Geraniol, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0101CM030VE;Hand Cream 30ml FRESH VERBENA;3551780000805;Verwöhne deine Hände mit der Fresh Verbena Handcreme - 30ml von La Compagnie de Provence;Luxuriöse Handcreme mit herrlich erfrischendem Duft Die Hand Cream Fresh Verbena von Compagnie de Provence schenkt den Händen mit Honig und pflanzlichen Ölen aus der Provence eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Die frischen und zitronigen Noten von Eisenkraut umhüllt die Haut und belebt die Sinne.  Mehr zu diesem Produkt  pflegende Handcreme mit 96,7 % natürlichen Inhaltstoffen ultracremige Textur hydratisiert, beruhigt & schützt  Duft von frischem, zitronigem Eisenkraut;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Camellia Oleifera Seed Oil, Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tapioca Starch, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea Butter), Dimethicone, Cetyl Palmitate, Olea Europaea (Olive) Fruit Oil, Sorbitan Palmitate, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Chlorphenesin, Parfum (Fragrance), Hydrogenated Lecithin, Xanthan Gum, Aloe Barbadensis Leaf Juice, Disodium EDTA, Mel (Honey), O-Cymen-5-Ol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Polymethylsilsesquioxane, Citral, Limonene, Linalool, Citronellol, Hexyl Cinnamal, Amyl Cinnamal, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Mimosa Tenuiflora Bark Extract, Potassium Sorbate
PF0105SL500KA;Liquid Soap Marseille 495ml KARITE | SHEA;3551780002403;Verwöhne deine Haut mit unserer Karité Shea Flüssigseife - Marseille 495ml;Pflegende Seife mit beruhigendem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Shea Butter verwandelt sich bei Kontakt mit Wasser in einen cremigen und leichten Schaum, der die Hände mit nährender Sheabutter effektiv reinigt und intensiv pflegt. Die ultrasanfte Formel mit 96,99% natürlichen Inhaltsstoffen eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Die Flüssigseife vereint die zarten Noten von weißen Blumen mit der Süße von Moschus zu einem beruhigenden Duft.  Mehr zu diesem Produkt  Flüssigseife mit 96,99 % natürlichen Inhaltsstoffen restlichen 3,01 % dienen der Haltbarkeit & sinnlichen Textur reinigt sanft & effektiv  mit pflegender Sheabutter florale & süße Noten;Ein–zwei Pumpstöße auf die feuchten Hände auftragen und mit klarem Wasser abspülen. Der reichhaltige Schaum kann zudem für die Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, PEG-40 Hydrogenated Castor Oil, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter Extract, Tetrasodium EDTA, Shea Butter PEG-8 Esters, Tocopherol
PF0105CM100KA;Hand Cream 100ml KARITE | SHEA;3551780002410;Shea Handcreme 100ml - Natürliche Pflege für deine Hände;Luxuriöse Handcreme mit exquisitem Duft Angereichert mit ultra-nährender und fair gehandelter Sheabutter, 100% rein und natürlich, nährt, beruhigt und hilft diese intensiv pflegende Handcreme den Händen. Diese leichte und sanft parfümierte Creme hüllt die Hände in Weichheit und Komfort. Die reichhaltige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen.   Mehr zu diesem Produkt  pflegende Handcreme mit 96,9 % natürlichen Inhaltstoffen reichhaltige Textur hydratisiert, beruhigt & schützt;Eine kleine Menge des Produkts auf die saubere und trockene Haut auftragen. Mit den Händen sanft einmassieren. Wiederholen Sie dies so oft wie gewünscht. Für mehr Effizienz wiederholen Sie dies nach jedem Händewaschen.  Nur zur äußerlichen Anwendung.  Vermeiden Sie den Kontakt mit den Augen.;Aqua (Water), Butyrospermum parkii (Shea Butter), Glycerin, Isohexadecane, Betaine, Polyacrylate-13, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Polyisobutene, Propanediol, Dimethicone, Xanthan Gum, Polysorbate 20, Sorbitan Isostearate, Caprylhydroxamic Acid, Caprylyl Glycol, Disodium EDTA, PEG-8, Tocopherol, Sodium Hydroxide, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid , Parfum (Fragrance).
PF0105CM030KA;Hand Cream 30ml KARITE | SHEA;3551780002427;'Pflege deine Hände mit Sheabutter - Handcreme 30ml KARITE | SHEA';Luxuriöse Handcreme mit exquisitem Duft Angereichert mit ultra-nährender und fair gehandelter Sheabutter, 100% rein und natürlich, nährt, beruhigt und hilft diese intensiv pflegende Handcreme den Händen. Diese leichte und sanft parfümierte Creme hüllt die Hände in Weichheit und Komfort. Die reichhaltige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen.   Mehr zu diesem Produkt  pflegende Handcreme mit 96,9 % natürlichen Inhaltstoffen reichhaltige Textur hydratisiert, beruhigt & schützt;Eine kleine Menge des Produkts auf die saubere und trockene Haut auftragen. Mit den Händen sanft einmassieren. Wiederholen Sie dies so oft wie gewünscht. Für mehr Effizienz wiederholen Sie dies nach jedem Händewaschen.  Nur zur äußerlichen Anwendung.  Vermeiden Sie den Kontakt mit den Augen.;Aqua (Water), Butyrospermum parkii (Shea Butter), Glycerin, Isohexadecane, Betaine, Polyacrylate-13, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Polyisobutene, Propanediol, Dimethicone, Xanthan Gum, Polysorbate 20, Sorbitan Isostearate, Caprylhydroxamic Acid, Caprylyl Glycol, Disodium EDTA, PEG-8, Tocopherol, Sodium Hydroxide, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid , Parfum (Fragrance).
PF0105BC200KA;Body Balm 200ml KARITE | SHEA;3551780007774;Verwöhne deine Haut mit unserem Karité Körperbalsam - Reichhaltige Pflege mit 100% fair gehandelter Sheabutter;Luxuriöser Body Balm mit exquisitem Duft Angereichert mit ultra-nährender und fair gehandelter Sheabutter, 100% rein und natürlich, nährt, beruhigt und hilft dieser intensiv pflegende Bodybalm die Haut. Diese leichte und sanft parfümierte Creme hüllt die Haut in Weichheit und Komfort. Die reichhaltige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen.   Mehr zu diesem Produkt  pflegender Body Balm mit 96,9 % natürlichen Inhaltstoffen reichhaltige Textur hydratisiert, beruhigt & schützt;Nach dem Baden oder Duschen von Kopf bis Fuß auftragen, dabei das Gesicht vermeiden und besonders auf die trockensten Stellen achten. Sanft einmassieren, bis es vollständig eingezogen ist. Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Klinisch und dermatologisch getestet.;Aqua (Water), Butyrospermum parkii (Shea Butter), Butylene Glycol, Isononyl Isononanoate, Cetyl Alcohol, Glycerin, Glyceryl Stearate, Ceteareth-20, Sodium Polyacrylate, Propanediol, Disodium EDTA, PEG-8, Caprylyl Glycol, Caprylhydroxamic Acid, Tocopherol, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid, Parfum (Fragrance).
PF0103SL01LTB1;Liquid Soap Marseille 1L Refill WHITE TEA;3551780003134;Hol dir den erfrischenden Zitrusduft: Compagnie De Provence White Tea Flüssigseife 1L Refill für eine sanfte Reinigung von Körper und Händen;Luxuriöse Seife mit einzigartig warmem Duft  Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die natürlich glyzinierte White Tea Liquid Marseille Soap schenkt den Händen mit Kopra- und nativem Olivenöl aus biologischem Anbau eine effektive Reinigung. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Ihr einzigartiger Duft mit reinen Tee Aufgussnoten und frischen  Zitrusnoten umhüllt die Haut und verführt all Ihre Sinne. Der glatte und mattierte Glasflakon schafft in Badezimmer und Küche eine elegante und beruhigende Atmosphäre      Mehr zu diesem Produkt  Flüssigseife mit 94,5 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  geeignet für Hände & Körper Zitrus Duft  nachfüllbare Pumpflasche;Füllen Sie Ihre modernen Pumpflaschen 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.   Nur zur äußerlichen Anwendung.  Vermeiden Sie den Kontakt mit den Augen.  Bei Berührung gründlich mit Wasser abspülen.;Aqua (Water), Potassium Cocoate, Parfum (Fragrance), Glycerin, Hydroxyethylcellulose, Cocos Nucifera (Coconut) Oil, Tetrasodium EDTA, Limonene, Linalool, Citronellol, BHT
PF0103SL01LTN1;Liquid Soap Marseille 1L Refill REFILL BLACK TEA;3551780003158;Nachfüllbare Schwarzer Tee Flüssigseife aus Marseille - sanfte Reinigung und köstlicher Beeren-Duft;Luxuriöse Seife mit einzigartig süßem Duft  Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die natürlich glyzinierte Black Tea Liquid Marseille Soap schenkt den Händen mit Kopra- und nativem Olivenöl aus biologischem Anbau eine effektive Reinigung. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Ihr einzigartig süßer Duft mit den tiefen Noten von schwarzem Tee und fruchtigen Noten von Brombeeren kombiniert umhüllt die Haut und verführt all Ihre Sinne. Der glatte und mattierte Glasflakon schafft in Badezimmer und Küche eine elegante und beruhigende Atmosphäre.   Mehr zu diesem Produkt  Flüssigseife mit 94,5 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  geeignet für Hände & Körper süß & fuchtiger Duft  nachfüllbare Pumpflasche;Füllen Sie Ihre modernen Pumpflaschen 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.   Nur zur äußerlichen Anwendung.  Vermeiden Sie den Kontakt mit den Augen.  Bei Berührung gründlich mit Wasser abspülen.;Aqua (Water), Potassium Cocoate, Parfum (Fragrance), Glycerin, Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Cocos Nucifera (Coconut) Oil, Tetrasodium EDTA, Linalool, Limonene, BHT
PF0105GC150KA;Body Scrub 150ml KARITE | SHEA;3551780003165;Verwöhne deine Haut mit unserem cremigen Körperpeeling - Shea Butter Body Scrub von Compagnie De Provence;Pflegendes Peeling mit zartem Duft Das Body Scrub Shea von Compagnie de Provence kombiniert das sanfte Peeling von Bio-Aprikosenkernen mit den unglaublich nährenden Eigenschaften von Bio-Sheabutter. Nahezu magisch schrubbt die mit natürlichen Inhaltsstoffen angereicherte Formel die Haut effektiv, ohne sie zu reizen, und stellt ihre natürliche Ausstrahlungskraft im Handumdrehen wieder her. Das cremige und geschmeidige Körperpeeling hüllt die Haut mit den zarten Noten von weißen Blumen und der Süße von Moschus in einen beruhigenden Duft und präsentiert sich in einer superpraktischen Tube – so begleitet Sie dieser Pflegeexperte einfach überallhin.   Mehr zu diesem Produkt  Körperpeeling mit natürlichen Inhaltsstoffen  Bio-Aprikosenkerne sorgen für ein sanftes Peeling Bio-Sheabutter liefert wertvolle Nährstoffe praktische & hygienische Tube Noten von weißen Blumen & Moschus;Tragen Sie eine kleine Menge des Körperpeelings ein- bis zweimal pro Woche auf die feuchte Haut auf. Mit sanften, kreisenden Bewegungen in den Körper einmassieren und anschließend abspülen. Beenden Sie Ihr Pflege-Ritual mit dem Body Balm Shea und genießen Sie eine gepflegte Haut, die wie neu wirkt. ;Aqua (Water), Malus Domestica Fruit Water, Vaccinium Oxycoccos Fruit Water, Sesamum Indicum (Sesame) Seed Oil, Coco-Caprylate/Caprate, Glyceryl Stearate SE, Rosa Damascena Flower Water, Butyrospermum Parkii (Shea Butter), Glycerin, Cetearyl Alcohol, Glyceryl Stearate, Parfum (Fragrance), Prunus Armeniaca (Apricot) Seed Powder, Sodium Lactate, Benzyl Alcohol, Sodium Cetearyl Sulfate, Dehydroacetic Acid, Citric Acid, Tocopherol, Sodium Benzoate, Potassium Sorbate.
PF0105SL300KA;Liquid Soap Marseille 300ml KARITE | SHEA;3551780003462;Sheabutter Flüssigseife Marseille 300ml - Sanfte Reinigung für deine Haut;Pflegende Seife mit beruhigendem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Shea Butter verwandelt sich bei Kontakt mit Wasser in einen cremigen und leichten Schaum, der die Hände mit nährender Sheabutter effektiv reinigt und intensiv pflegt. Die ultrasanfte Formel mit 96,99% natürlichen Inhaltsstoffen eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Die Flüssigseife vereint die zarten Noten von weißen Blumen mit der Süße von Moschus zu einem beruhigenden Duft. Mehr zu diesem Produkt  Flüssigseife mit 96,99 % natürlichen Inhaltsstoffen restlichen 3,01 % dienen der Haltbarkeit & sinnlichen Textur reinigt sanft & effektiv  mit pflegender Sheabutter florale & süße Noten;Ein–zwei Pumpstöße auf die feuchten Hände auftragen und mit klarem Wasser abspülen. Der reichhaltige Schaum kann zudem für die Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, PEG-40 Hydrogenated Castor Oil, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter Extract, Tetrasodium EDTA, Shea Butter PEG-8 Esters, Tocopherol
